Gene,Gene name,Main location,Other location,Expression type,Reliability,Main location GO id,Other location GO id,,Sort
ENSG00000140478,GOLGA6D,,,APE,Uncertain,,,,4820
ENSG00000140488,CELF6,Cytoplasm,,APE,Uncertain,GO:0005737,,,4821
ENSG00000140497,SCAMP2,Golgi apparatus;Vesicles,Nucleus but not nucleoli,APE,Supportive,GO:0005794;GO:0043231,GO:0005654,,4822
ENSG00000140511,HAPLN3,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,4823
ENSG00000140525,FANCI,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Supportive,GO:0005654,GO:0005737;GO:0043231,,4824
ENSG00000140526,ABHD2,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,4825
ENSG00000140527,WDR93,Cytoskeleton (Actin filaments),,APE,Uncertain,GO:0015629,,,4826
ENSG00000140534,TICRR,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4827
ENSG00000140538,NTRK3,Nucleoli,Nuclear membrane,APE,Supportive,GO:0005730,GO:0031965,,4828
ENSG00000140543,DET1,Nucleus but not nucleoli;Cytoskeleton (Microtubules),,APE,Uncertain,GO:0005654;GO:0015630,,,4829
ENSG00000140545,MFGE8,Cytoplasm,,APE,Uncertain,GO:0005737,,,4830
ENSG00000140548,ZNF710,Nucleus,Cytoplasm;Vesicles,APE,Supportive,GO:0005634,GO:0005737;GO:0043231,,4831
ENSG00000140557,ST8SIA2,Microtubule organizing center,,APE,Uncertain,GO:0005815,,,4832
ENSG00000140563,MCTP2,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,4833
ENSG00000140564,FURIN,Golgi apparatus,Nucleus but not nucleoli,APE,Supportive,GO:0005794,GO:0005654,,4834
ENSG00000140577,CRTC3,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,4835
ENSG00000140598,EFTUD1,Cytoplasm,,APE,Uncertain,GO:0005737,,,4836
ENSG00000140623,12-Sep,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,4837
ENSG00000140632,GLYR1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4838
ENSG00000140650,PMM2,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,4839
ENSG00000140678,ITGAX,Cytoplasm,,APE,Uncertain,GO:0005737,,,4840
ENSG00000140682,TGFB1I1,Cytoplasm;Focal Adhesions,,APE,Supportive,GO:0005737;GO:0005925,,,4841
ENSG00000140688,C16orf58,Nucleoli;Golgi apparatus;Vesicles,Nucleus but not nucleoli;Cytoplasm,APE,Uncertain,GO:0005730;GO:0005794;GO:0043231,GO:0005654;GO:0005737,,4842
ENSG00000140691,ARMC5,Nucleus but not nucleoli;Cytoplasm,Focal Adhesions,APE,Uncertain,GO:0005654;GO:0005737,GO:0005925,,4843
ENSG00000140694,PARN,Nucleoli;Nucleus but not nucleoli,,APE,Uncertain,GO:0005730;GO:0005654,,,4844
ENSG00000140718,FTO,Cytoplasm;Vesicles,,APE,Uncertain,GO:0005737;GO:0043231,,,4845
ENSG00000140740,UQCRC2,Mitochondria,,APE,Supportive,GO:0005739,,,4846
ENSG00000140743,CDR2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,4847
ENSG00000140749,IGSF6,Nucleus,,APE,Uncertain,GO:0005634,,,4848
ENSG00000140750,ARHGAP17,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,4849
ENSG00000140829,DHX38,Nucleus,,APE,Supportive,GO:0005634,,,4850
ENSG00000140830,TXNL4B,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,4851
ENSG00000140832,MARVELD3,Vesicles,Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0043231,GO:0045111,,4852
ENSG00000140836,ZFHX3,Nucleus,Vesicles,APE,Supportive,GO:0005634,GO:0043231,,4853
ENSG00000140848,CPNE2,Nucleus but not nucleoli;Cytoplasm;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005737;GO:0005739,,,4854
ENSG00000140853,NLRC5,Centrosome,,APE,Uncertain,GO:0005813,,,4855
ENSG00000140854,KATNB1,Plasma membrane;Cytoplasm,Cytoskeleton (Microtubules),APE,Supportive,GO:0005886;GO:0005737,GO:0015630,,4856
ENSG00000140931,CMTM3,Nucleus,,APE,Uncertain,GO:0005634,,,4857
ENSG00000140932,CMTM2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4858
ENSG00000140939,NOL3,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,4859
ENSG00000140945,CDH13,Plasma membrane,Nucleus but not nucleoli;Golgi apparatus;Cytoskeleton (Actin filaments),APE,Supportive,GO:0005886,GO:0005654;GO:0005794;GO:0015629,,4860
ENSG00000140950,TLDC1,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,4861
ENSG00000140961,OSGIN1,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,4862
ENSG00000140968,IRF8,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4863
ENSG00000140983,RHOT2,Cytoplasm,,APE,Supportive,GO:0005737,,,4864
ENSG00000140987,ZSCAN32,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,4865
ENSG00000140988,RPS2,Cytoplasm,,APE,Uncertain,GO:0005737,,,4866
ENSG00000140992,PDPK1,Cytoplasm,,APE,Supportive,GO:0005737,,,4867
ENSG00000140993,TIGD7,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,4868
ENSG00000140995,DEF8,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,4869
ENSG00000141002,TCF25,Nucleoli,,APE,Supportive,GO:0005730,,,4870
ENSG00000141012,GALNS,Cytoplasm,,APE,Uncertain,GO:0005737,,,4871
ENSG00000141013,GAS8,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,4872
ENSG00000141026,MED9,Nucleus but not nucleoli,Cytoskeleton (Cytokinetic bridge),APE,Uncertain,GO:0005654,GO:0045171,,4873
ENSG00000141027,NCOR1,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,APE,Supportive,GO:0005654,GO:0005886;GO:0005737,,4874
ENSG00000141030,COPS3,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,4875
ENSG00000141034,GID4,Cytoplasm,,APE,Uncertain,GO:0005737,,,4876
ENSG00000141040,ZNF287,Golgi apparatus,,APE,Uncertain,GO:0005794,,,4877
ENSG00000141086,CTRL,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,4878
ENSG00000141098,GFOD2,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,4879
ENSG00000141101,NOB1,Cytoplasm,Focal Adhesions,APE,Uncertain,GO:0005737,GO:0005925,,4880
ENSG00000141127,PRPSAP2,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,4881
ENSG00000141161,UNC45B,Cytoplasm,,APE,Supportive,GO:0005737,,,4882
ENSG00000141179,PCTP,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,4883
ENSG00000141200,KIF2B,Nucleoli;Cytoskeleton (Microtubules),Nucleus,APE,Uncertain,GO:0005730;GO:0015630,GO:0005634,,4884
ENSG00000141219,C17orf80,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,4885
ENSG00000141232,TOB1,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,4886
ENSG00000141252,VPS53,Cytoplasm,,APE,Uncertain,GO:0005737,,,4887
ENSG00000141258,SGSM2,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,4888
ENSG00000141279,NPEPPS,Cytoplasm,,APE,Supportive,GO:0005737,,,4889
ENSG00000141293,SKAP1,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,4890
ENSG00000141294,LRRC46,Cytoplasm,,APE,Uncertain,GO:0005737,,,4891
ENSG00000141314,RHBDL3,Nucleus but not nucleoli,Golgi apparatus,APE,Uncertain,GO:0005654,GO:0005794,,4892
ENSG00000141367,CLTC,Vesicles,,APE,Supportive,GO:0043231,,,4893
ENSG00000141371,C17orf64,Nucleus but not nucleoli,Vesicles,APE,Uncertain,GO:0005654,GO:0043231,,4894
ENSG00000141376,BCAS3,Nucleoli,,APE,Supportive,GO:0005730,,,4895
ENSG00000141378,PTRH2,Mitochondria,,APE,Supportive,GO:0005739,,,4896
ENSG00000141380,SS18,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,4897
ENSG00000141384,TAF4B,Nucleus but not nucleoli,Nucleoli,APE,Supportive,GO:0005654,GO:0005730,,4898
ENSG00000141385,AFG3L2,Mitochondria,,APE,Supportive,GO:0005739,,,4899
ENSG00000141401,IMPA2,Nucleus but not nucleoli;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005739,,,4900
ENSG00000141404,GNAL,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,4901
ENSG00000141425,RPRD1A,Nucleus;Golgi apparatus,,APE,Supportive,GO:0005634;GO:0005794,,,4902
ENSG00000141428,C18orf21,Nucleoli;Plasma membrane,,APE,Uncertain,GO:0005730;GO:0005886,,,4903
ENSG00000141441,GAREM,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,4904
ENSG00000141447,OSBPL1A,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,4905
ENSG00000141449,GREB1L,Mitochondria,Nucleoli,APE,Uncertain,GO:0005739,GO:0005730,,4906
ENSG00000141452,C18orf8,Nucleus,,APE,Uncertain,GO:0005634,,,4907
ENSG00000141456,PELP1,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,4908
ENSG00000141469,SLC14A1,Vesicles,,APE,Supportive,GO:0043231,,,4909
ENSG00000141480,ARRB2,Vesicles,,APE,Supportive,GO:0043231,,,4910
ENSG00000141485,SLC13A5,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,4911
ENSG00000141497,ZMYND15,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,4912
ENSG00000141499,WRAP53,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,4913
ENSG00000141505,ASGR1,Vesicles,,APE,Uncertain,GO:0043231,,,4914
ENSG00000141510,TP53,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4915
ENSG00000141519,CCDC40,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,4916
ENSG00000141522,ARHGDIA,Cytoplasm,,APE,Supportive,GO:0005737,,,4917
ENSG00000141526,SLC16A3,Plasma membrane,Nuclear membrane;Cytoskeleton (Microtubules),APE,Supportive,GO:0005886,GO:0031965;GO:0015630,,4918
ENSG00000141543,EIF4A3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4919
ENSG00000141551,CSNK1D,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,4920
ENSG00000141552,ANAPC11,Nucleus but not nucleoli,Nucleoli,APE,Supportive,GO:0005654,GO:0005730,,4921
ENSG00000141560,FN3KRP,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,4922
ENSG00000141564,RPTOR,Vesicles,Nucleus but not nucleoli;Cytoplasm,APE,Supportive,GO:0043231,GO:0005654;GO:0005737,,4923
ENSG00000141568,FOXK2,Nucleus but not nucleoli,Vesicles,APE,Supportive,GO:0005654,GO:0043231,,4924
ENSG00000141569,TRIM65,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Supportive,GO:0005654,GO:0005737;GO:0043231,,4925
ENSG00000141570,CBX8,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4926
ENSG00000141576,RNF157,Nucleoli;Golgi apparatus;Vesicles,,APE,Supportive,GO:0005730;GO:0005794;GO:0043231,,,4927
ENSG00000141577,CEP131,Microtubule organizing center;Centrosome,Nucleus;Cytoskeleton (Microtubules);Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0005815;GO:0005813,GO:0005634;GO:0015630;GO:0045171,,4928
ENSG00000141579,ZNF750,Nucleus,Nucleoli;Vesicles,APE,Uncertain,GO:0005634,GO:0005730;GO:0043231,,4929
ENSG00000141580,WDR45B,Nucleus;Golgi apparatus,Cytoplasm,APE,Uncertain,GO:0005634;GO:0005794,GO:0005737,,4930
ENSG00000141582,CBX4,Nucleus,,APE,Supportive,GO:0005634,,,4931
ENSG00000141622,RNF165,Nucleus,Plasma membrane;Cytoplasm;Mitochondria,APE,Supportive,GO:0005634,GO:0005886;GO:0005737;GO:0005739,,4932
ENSG00000141627,DYM,Golgi apparatus,,APE,Supportive,GO:0005794,,,4933
ENSG00000141642,ELAC1,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,4934
ENSG00000141644,MBD1,Nucleus,,APE,Supportive,GO:0005634,,,4935
ENSG00000141664,ZCCHC2,Nucleoli;Cytoplasm,Nucleus,APE,Uncertain,GO:0005730;GO:0005737,GO:0005634,,4936
ENSG00000141682,PMAIP1,Vesicles,,APE,Uncertain,GO:0043231,,,4937
ENSG00000141699,FAM134C,Nucleus but not nucleoli;Nuclear membrane,Cytoplasm,APE,Uncertain,GO:0005654;GO:0031965,GO:0005737,,4938
ENSG00000141736,ERBB2,Nucleus;Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005886;GO:0005737,,,4939
ENSG00000141738,GRB7,Plasma membrane,,APE,Supportive,GO:0005886,,,4940
ENSG00000141741,MIEN1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4941
ENSG00000141750,STAC2,Nucleus but not nucleoli,Vesicles,APE,Uncertain,GO:0005654,GO:0043231,,4942
ENSG00000141756,FKBP10,Vesicles,,APE,Uncertain,GO:0043231,,,4943
ENSG00000141837,CACNA1A,Golgi apparatus;Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0005794;GO:0043231,GO:0005654,,4944
ENSG00000141858,SAMD1,Cytoplasm,Mitochondria,APE,Uncertain,GO:0005737,GO:0005739,,4945
ENSG00000141867,BRD4,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4946
ENSG00000141873,SLC39A3,Vesicles,,APE,Uncertain,GO:0043231,,,4947
ENSG00000141905,NFIC,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,4948
ENSG00000141934,PPAP2C,Mitochondria,,APE,Uncertain,GO:0005739,,,4949
ENSG00000141956,PRDM15,Nucleus,,APE,Supportive,GO:0005634,,,4950
ENSG00000141959,PFKL,Nucleoli;Mitochondria,,APE,Uncertain,GO:0005730;GO:0005739,,,4951
ENSG00000141965,FEM1A,Nucleus;Golgi apparatus,Cytoplasm,APE,Supportive,GO:0005634;GO:0005794,GO:0005737,,4952
ENSG00000141968,VAV1,Cytoplasm;Vesicles,Nucleus,APE,Supportive,GO:0005737;GO:0043231,GO:0005634,,4953
ENSG00000141971,MVB12A,Nucleus but not nucleoli,Cytoplasm;Vesicles;Aggresome,APE,Supportive,GO:0005654,GO:0005737;GO:0043231;GO:0016235,,4954
ENSG00000141985,SH3GL1,Cytoplasm,,APE,Supportive,GO:0005737,,,4955
ENSG00000141994,DUS3L,Nucleus,Nucleoli;Cytoplasm,APE,Supportive,GO:0005634,GO:0005730;GO:0005737,,4956
ENSG00000142002,DPP9,Cytoplasm,,APE,Supportive,GO:0005737,,,4957
ENSG00000142039,CCDC97,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,APE,Supportive,GO:0005654,GO:0005886;GO:0005737,,4958
ENSG00000142065,ZFP14,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,4959
ENSG00000142102,ATHL1,Cytoplasm,,APE,Uncertain,GO:0005737,,,4960
ENSG00000142149,HUNK,Nucleus but not nucleoli;Plasma membrane,,APE,Uncertain,GO:0005654;GO:0005886,,,4961
ENSG00000142156,COL6A1,Cytoplasm,,APE,Uncertain,GO:0005737,,,4962
ENSG00000142166,IFNAR1,Cytoplasm,,APE,Uncertain,GO:0005737,,,4963
ENSG00000142168,SOD1,Nucleus;Cytoplasm,Plasma membrane,APE,Supportive,GO:0005634;GO:0005737,GO:0005886,,4964
ENSG00000142173,COL6A2,Cytoplasm,Plasma membrane,APE,Uncertain,GO:0005737,GO:0005886,,4965
ENSG00000142178,SIK1,Cytoplasm,,APE,Supportive,GO:0005737,,,4966
ENSG00000142185,TRPM2,Nuclear membrane,,APE,Uncertain,GO:0031965,,,4967
ENSG00000142186,SCYL1,Cytoplasm,,APE,Supportive,GO:0005737,,,4968
ENSG00000142188,TMEM50B,Nucleoli,,APE,Uncertain,GO:0005730,,,4969
ENSG00000142192,APP,Golgi apparatus;Vesicles,,APE,Supportive,GO:0005794;GO:0043231,,,4970
ENSG00000142207,URB1,Nucleoli,,APE,Supportive,GO:0005730,,,4971
ENSG00000142208,AKT1,Nucleus,Cytoskeleton (Microtubules),APE,Supportive,GO:0005634,GO:0015630,,4972
ENSG00000142227,EMP3,Nucleus,,APE,Uncertain,GO:0005634,,,4973
ENSG00000142235,LMTK3,Nucleus but not nucleoli,Cell Junctions,APE,Uncertain,GO:0005654,GO:0030054,,4974
ENSG00000142252,GEMIN7,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,4975
ENSG00000142273,CBLC,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,4976
ENSG00000142303,ADAMTS10,Cytoplasm,,APE,Uncertain,GO:0005737,,,4977
ENSG00000142319,SLC6A3,Vesicles,,APE,Uncertain,GO:0043231,,,4978
ENSG00000142327,RNPEPL1,Nucleus,Nucleoli,APE,Uncertain,GO:0005634,GO:0005730,,4979
ENSG00000142330,CAPN10,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,4980
ENSG00000142409,ZNF787,Nucleus,Nucleoli;Mitochondria,APE,Supportive,GO:0005634,GO:0005730;GO:0005739,,4981
ENSG00000142444,C19orf52,Mitochondria,Nucleus but not nucleoli,APE,Supportive,GO:0005739,GO:0005654,,4982
ENSG00000142453,CARM1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4983
ENSG00000142459,EVI5L,Nucleus,,APE,Uncertain,GO:0005634,,,4984
ENSG00000142507,PSMB6,Nucleus but not nucleoli;Cytoplasm;Golgi apparatus,,APE,Supportive,GO:0005654;GO:0005737;GO:0005794,,,4985
ENSG00000142512,SIGLEC10,Cytoplasm,Plasma membrane;Cytoskeleton (Actin filaments),APE,Supportive,GO:0005737,GO:0005886;GO:0015629,,4986
ENSG00000142528,ZNF473,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,4987
ENSG00000142530,FAM71E1,Nucleoli,,APE,Uncertain,GO:0005730,,,4988
ENSG00000142534,RPS11,Cytoplasm,Nucleoli,APE,Uncertain,GO:0005737,GO:0005730,,4989
ENSG00000142541,RPL13A,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,4990
ENSG00000142546,NOSIP,Nucleus,,APE,Supportive,GO:0005634,,,4991
ENSG00000142549,IGLON5,Nucleus,,APE,Uncertain,GO:0005634,,,4992
ENSG00000142552,RCN3,Endoplasmic reticulum;Vesicles,,APE,Uncertain,GO:0005783;GO:0043231,,,4993
ENSG00000142556,ZNF614,Nucleus but not nucleoli;Cytoplasm;Vesicles,,APE,Uncertain,GO:0005654;GO:0005737;GO:0043231,,,4994
ENSG00000142619,PADI3,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,4995
ENSG00000142632,ARHGEF19,Nucleus,,APE,Uncertain,GO:0005634,,,4996
ENSG00000142634,EFHD2,Cytoplasm,,APE,Uncertain,GO:0005737,,,4997
ENSG00000142655,PEX14,Vesicles,Nucleoli,APE,Supportive,GO:0043231,GO:0005730,,4998
ENSG00000142657,PGD,Cytoplasm;Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0005737;GO:0045111,,,4999
ENSG00000142661,MYOM3,Vesicles,,APE,Uncertain,GO:0043231,,,5000
ENSG00000142675,CNKSR1,Cytoplasm,Golgi apparatus,APE,Supportive,GO:0005737,GO:0005794,,5001
ENSG00000142684,ZNF593,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,5002
ENSG00000142686,C1orf216,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5003
ENSG00000142687,KIAA0319L,Golgi apparatus,Nucleoli,APE,Uncertain,GO:0005794,GO:0005730,,5004
ENSG00000142694,EVA1B,Cytoplasm,,APE,Uncertain,GO:0005737,,,5005
ENSG00000142731,PLK4,Nucleus,Centrosome,APE,Uncertain,GO:0005634,GO:0005813,,5006
ENSG00000142733,MAP3K6,Nucleus,Plasma membrane;Cytoplasm;Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005634,GO:0005886;GO:0005737;GO:0015629,,5007
ENSG00000142765,SYTL1,Nucleus but not nucleoli,Plasma membrane;Vesicles,APE,Uncertain,GO:0005654,GO:0005886;GO:0043231,,5008
ENSG00000142784,WDTC1,Golgi apparatus;Vesicles,,APE,Supportive,GO:0005794;GO:0043231,,,5009
ENSG00000142794,NBPF3,Vesicles,,APE,Uncertain,GO:0043231,,,5010
ENSG00000142798,HSPG2,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005886;GO:0005737,,,5011
ENSG00000142856,ITGB3BP,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5012
ENSG00000142864,SERBP1,Cytoplasm,,APE,Supportive,GO:0005737,,,5013
ENSG00000142867,BCL10,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5014
ENSG00000142871,CYR61,Cytoplasm,Nucleus,APE,Uncertain,GO:0005737,GO:0005634,,5015
ENSG00000142920,AZIN2,Cytoplasm,,APE,Uncertain,GO:0005737,,,5016
ENSG00000142937,RPS8,Cytoplasm,,APE,Supportive,GO:0005737,,,5017
ENSG00000142945,KIF2C,Nucleus;Cytoplasm;Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0005634;GO:0005737;GO:0045111,,,5018
ENSG00000142949,PTPRF,Golgi apparatus,,APE,Uncertain,GO:0005794,,,5019
ENSG00000142973,CYP4B1,Vesicles,,APE,Supportive,GO:0043231,,,5020
ENSG00000143013,LMO4,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0005654,GO:0005737;GO:0045171,,5021
ENSG00000143032,BARHL2,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,5022
ENSG00000143033,MTF2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5023
ENSG00000143061,IGSF3,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5024
ENSG00000143067,ZNF697,Nucleus;Mitochondria,Cytoplasm,APE,Uncertain,GO:0005634;GO:0005739,GO:0005737,,5025
ENSG00000143079,CTTNBP2NL,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,5026
ENSG00000143093,STRIP1,Cytoplasm,,APE,Supportive,GO:0005737,,,5027
ENSG00000143105,KCNA10,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5028
ENSG00000143106,PSMA5,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,5029
ENSG00000143107,FNDC7,Cytoskeleton (Actin filaments),Nucleus but not nucleoli,APE,Uncertain,GO:0015629,GO:0005654,,5030
ENSG00000143125,PROK1,Cytoplasm,,APE,Uncertain,GO:0005737,,,5031
ENSG00000143126,CELSR2,Cytoplasm,,APE,Uncertain,GO:0005737,,,5032
ENSG00000143149,ALDH9A1,Cytoplasm,,APE,Uncertain,GO:0005737,,,5033
ENSG00000143155,TIPRL,Cytoplasm;Vesicles,,APE,Supportive,GO:0005737;GO:0043231,,,5034
ENSG00000143156,NME7,Mitochondria,,APE,Uncertain,GO:0005739,,,5035
ENSG00000143157,POGK,Nucleus but not nucleoli,Vesicles,APE,Supportive,GO:0005654,GO:0043231,,5036
ENSG00000143162,CREG1,Cytoskeleton (Microtubules),Vesicles,APE,Uncertain,GO:0015630,GO:0043231,,5037
ENSG00000143164,DCAF6,Nucleus;Focal Adhesions,,APE,Supportive,GO:0005634;GO:0005925,,,5038
ENSG00000143178,TBX19,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5039
ENSG00000143183,TMCO1,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,5040
ENSG00000143190,POU2F1,Nucleus but not nucleoli;Vesicles,Endoplasmic reticulum,APE,Supportive,GO:0005654;GO:0043231,GO:0005783,,5041
ENSG00000143198,MGST3,Nucleus,,APE,Uncertain,GO:0005634,,,5042
ENSG00000143199,ADCY10,Cytoplasm,,APE,Uncertain,GO:0005737,,,5043
ENSG00000143207,RFWD2,Nucleus but not nucleoli,Cytoplasm;Centrosome;Focal Adhesions,APE,Uncertain,GO:0005654,GO:0005737;GO:0005813;GO:0005925,,5044
ENSG00000143222,UFC1,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,5045
ENSG00000143224,PPOX,Cytoplasm;Mitochondria,,APE,Uncertain,GO:0005737;GO:0005739,,,5046
ENSG00000143228,NUF2,Nucleus,,APE,Supportive,GO:0005634,,,5047
ENSG00000143248,RGS5,Cytoplasm,,APE,Supportive,GO:0005737,,,5048
ENSG00000143256,PFDN2,Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005737,GO:0005654,,5049
ENSG00000143257,NR1I3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,5050
ENSG00000143258,USP21,Nucleus but not nucleoli;Cytoplasm,Plasma membrane,APE,Supportive,GO:0005654;GO:0005737,GO:0005886,,5051
ENSG00000143303,RRNAD1,Nucleoli,Cytoplasm,APE,Uncertain,GO:0005730,GO:0005737,,5052
ENSG00000143319,ISG20L2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5053
ENSG00000143320,CRABP2,Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005737,GO:0005654,,5054
ENSG00000143321,HDGF,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5055
ENSG00000143322,ABL2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,5056
ENSG00000143333,RGS16,Cytoplasm,,APE,Uncertain,GO:0005737,,,5057
ENSG00000143337,TOR1AIP1,Nuclear membrane,,APE,Supportive,GO:0031965,,,5058
ENSG00000143341,HMCN1,Nucleus,Nucleoli;Cytoskeleton (Cytokinetic bridge),APE,Uncertain,GO:0005634,GO:0005730;GO:0045171,,5059
ENSG00000143344,RGL1,Nucleus but not nucleoli;Golgi apparatus;Vesicles,,APE,Uncertain,GO:0005654;GO:0005794;GO:0043231,,,5060
ENSG00000143353,LYPLAL1,Cytoplasm,,APE,Supportive,GO:0005737,,,5061
ENSG00000143355,LHX9,Nucleus,,APE,Uncertain,GO:0005634,,,5062
ENSG00000143363,PRUNE,Cytoplasm,,APE,Supportive,GO:0005737,,,5063
ENSG00000143365,RORC,Nucleoli,Vesicles,APE,Supportive,GO:0005730,GO:0043231,,5064
